id1,id2,friended_on
769,766,2014-11-09
765,891,2015-12-05
775,582,2008-12-16
773,644,2014-12-03
762,985,2011-07-12
787,211,2008-01-02
763,955,2015-10-19
764,924,2008-11-02
784,305,2015-03-16
778,491,2015-12-30
781,398,2012-01-26
789,151,2015-03-01
782,368,2014-05-20
780,430,2014-12-08
777,524,2014-01-23
763,958,2015-12-25
766,865,2015-08-17
773,649,2013-06-24
776,556,2010-05-19
777,526,2010-12-09
770,743,2015-12-28
779,464,2007-06-14
787,216,2007-03-24
779,465,2015-07-31
779,467,2015-11-06
787,220,2014-09-03
768,809,2015-12-16
765,903,2006-04-25
792,66,2012-07-26
774,624,2014-06-16
765,904,2013-07-12
790,129,2013-01-06
767,843,2011-10-18
765,905,2011-06-29
789,161,2012-12-29
786,256,2015-10-11
768,815,2012-02-03
766,877,2013-06-16
763,970,2013-05-25
771,722,2015-10-18
764,942,2011-02-17
771,725,2013-06-24
777,540,2010-06-07
791,107,2010-07-29
790,138,2012-01-23
768,820,2015-12-19
764,946,2012-12-30
777,543,2015-11-12
773,668,2015-12-23
794,17,2008-09-13
792,83,2012-05-20
766,889,2014-08-17
789,176,2008-12-09
765,920,2014-01-27
774,642,2015-02-24
768,828,2013-07-11
768,829,2015-06-15
793,54,2015-11-17
780,457,2013-01-24
763,986,2014-06-11
783,366,2015-08-17
780,460,2012-08-29
778,522,2015-08-16
783,368,2007-10-03
781,431,2012-02-23
786,277,2010-02-14
764,959,2015-04-08
784,340,2014-10-07
791,124,2012-05-03
766,900,2014-08-07
783,376,2015-11-02
764,965,2014-01-05
788,221,2015-09-25
777,562,2014-11-30
781,439,2015-10-10
792,98,2015-12-31
792,99,2013-01-24
780,471,2015-10-07
767,874,2012-10-17
791,131,2009-07-22
779,503,2015-11-26
783,380,2011-12-29
787,256,2009-09-05
774,660,2015-01-10
792,102,2011-07-01
776,599,2007-05-22
786,290,2011-12-06
784,353,2015-05-18
770,788,2015-12-29
774,664,2011-04-27
785,324,2008-01-12
794,46,2015-01-13
764,977,2014-06-14
794,47,2014-01-07
793,78,2013-10-04
775,638,2014-05-01
772,731,2013-08-24
776,607,2015-06-22
765,949,2010-10-21
789,206,2008-10-20
767,891,2013-05-22
781,458,2014-05-03
787,273,2011-01-03
792,120,2011-05-16
790,183,2014-08-02
774,679,2011-02-24
776,619,2015-03-01
783,403,2015-12-02
789,217,2015-09-02
788,250,2015-01-20
786,313,2015-08-09
765,964,2013-07-07
767,902,2014-06-04
772,747,2013-07-02
782,438,2015-06-09
765,967,2011-08-19
792,130,2013-12-09
774,688,2013-03-26
782,441,2015-09-12
765,969,2010-08-31
794,70,2015-06-25
781,474,2012-08-30
767,908,2014-03-28
778,568,2014-12-11
767,910,2012-08-27
775,663,2015-06-20
782,446,2015-09-25
772,757,2014-12-16
767,912,2015-05-31
783,417,2014-06-16
796,14,2015-09-09
785,356,2010-10-11
776,636,2010-07-09
773,730,2015-10-16
788,266,2015-02-14
790,205,2014-12-08
786,330,2013-09-06
771,796,2015-02-24
775,673,2012-11-08
781,488,2015-12-03
775,674,2015-10-21
783,427,2013-01-28
770,831,2015-12-30
778,583,2015-08-21
765,987,2010-01-01
773,739,2015-10-31
796,26,2015-06-15
790,212,2015-04-19
793,120,2014-09-07
796,28,2015-09-05
791,183,2005-12-29
775,679,2010-10-11
796,30,2015-02-04
774,713,2013-11-14
765,992,2015-07-15
767,931,2015-10-12
797,3,2014-09-06
791,191,2011-08-01
785,377,2011-08-24
772,781,2015-01-09
767,936,2015-04-02
773,750,2014-03-25
784,409,2015-12-19
797,6,2015-01-18
789,256,2010-05-04
782,473,2015-11-24
768,907,2015-01-03
797,9,2015-10-08
772,784,2015-02-13
781,505,2015-12-23
773,753,2013-05-27
767,939,2013-07-18
797,10,2015-03-13
779,569,2015-05-30
783,446,2014-10-15
797,13,2015-06-05
786,354,2012-01-27
767,943,2012-03-29
783,448,2013-11-03
786,358,2012-10-13
770,855,2015-12-30
775,701,2014-03-20
784,424,2014-03-26
774,734,2013-12-10
781,518,2014-11-13
793,147,2015-03-04
786,365,2010-07-26
783,459,2013-12-02
770,862,2015-12-29
797,28,2008-07-20
779,587,2010-11-01
769,898,2014-01-29
772,806,2014-09-02
797,32,2014-10-03
771,838,2015-04-19
786,374,2013-05-26
778,622,2015-03-10
792,189,2007-04-14
784,437,2015-11-11
786,376,2015-10-10
769,903,2008-05-27
774,749,2012-11-19
777,657,2015-07-20
778,627,2015-07-13
766,999,2013-07-17
780,566,2006-03-05
767,972,2014-10-29
781,539,2015-07-22
795,106,2012-09-23
794,137,2013-02-28
790,261,2011-11-11
791,231,2012-11-15
772,820,2014-08-03
795,107,2013-04-12
783,480,2015-01-27
784,449,2014-03-18
789,294,2015-12-28
789,295,2011-11-01
798,18,2015-09-23
781,545,2011-01-28
774,762,2015-03-23
786,390,2012-08-19
772,824,2014-01-10
794,144,2012-05-07
773,795,2010-04-14
795,113,2003-02-04
797,53,2015-09-25
794,147,2013-05-03
792,209,2013-06-11
779,612,2015-02-15
796,86,2015-05-26
786,397,2012-07-11
767,986,2011-03-25
770,894,2015-12-30
797,57,2015-01-23
787,367,2012-07-04
775,739,2015-08-04
790,275,2012-03-25
787,368,2012-11-24
795,120,2006-09-08
772,834,2015-01-14
785,432,2008-02-18
798,31,2013-01-07
789,310,2014-08-27
792,217,2014-11-12
776,714,2014-04-12
793,188,2015-05-25
784,467,2014-12-24
787,374,2007-02-09
796,96,2015-06-20
776,717,2015-02-04
796,97,2015-01-31
773,811,2015-09-09
785,439,2015-11-16
795,130,2015-05-20
797,70,2014-06-17
780,597,2003-02-14
790,288,2014-08-28
797,72,2012-09-22
781,569,2015-12-25
783,509,2013-09-28
789,324,2010-02-24
777,696,2015-05-05
776,728,2010-09-30
769,945,2010-10-25
792,232,2009-09-16
797,77,2009-02-01
775,760,2012-01-19
769,946,2011-10-31
769,947,2012-12-14
780,607,2015-01-01
789,328,2006-07-19
770,918,2015-12-30
795,143,2008-06-05
796,112,2015-07-01
788,362,2015-10-21
770,920,2015-12-31
779,641,2010-10-27
779,642,2014-07-27
790,301,2013-05-14
787,395,2015-07-05
786,427,2014-12-12
772,863,2015-08-10
795,151,2015-10-14
798,59,2013-05-17
774,804,2012-09-04
781,588,2015-06-18
777,713,2013-08-08
776,744,2014-01-03
772,868,2015-08-29
797,94,2015-11-07
782,559,2015-12-14
799,32,2008-06-17
796,126,2015-06-21
774,808,2011-08-20
772,871,2014-10-19
787,406,2013-06-19
770,934,2015-12-28
768,996,2012-05-17
794,191,2009-12-29
793,223,2013-07-29
774,813,2015-02-07
776,751,2014-10-25
771,907,2015-09-21
789,350,2015-07-14
780,630,2012-05-07
794,197,2015-07-16
792,259,2015-06-03
792,260,2011-04-08
787,416,2014-08-12
770,944,2015-12-28
775,789,2009-10-19
779,665,2009-04-08
769,976,2003-09-30
793,232,2014-08-07
794,201,2011-03-24
795,171,2014-12-26
792,265,2015-12-08
798,80,2014-09-10
791,297,2007-01-16
793,235,2014-07-26
780,638,2013-08-02
799,49,2015-11-26
783,545,2015-02-15
784,514,2011-02-10
786,455,2011-10-15
788,393,2014-11-20
787,426,2012-05-06
795,180,2011-02-08
774,832,2014-02-16
799,57,2015-04-10
789,368,2015-03-15
773,864,2013-09-20
797,120,2010-12-20
800,28,2015-02-08
769,989,2011-03-08
789,370,2015-08-04
773,866,2011-08-05
782,587,2014-10-14
782,588,2015-05-20
787,433,2015-12-18
782,589,2015-02-11
794,218,2015-04-02
798,95,2014-09-24
789,374,2010-01-28
770,963,2015-12-31
782,592,2015-03-07
781,623,2013-10-05
772,903,2015-06-28
775,810,2008-01-06
773,872,2014-03-13
779,686,2008-05-30
781,625,2015-11-15
783,563,2014-04-27
787,441,2015-03-31
788,411,2015-01-22
786,473,2014-06-26
774,846,2012-02-15
789,382,2015-06-14
782,599,2014-06-12
772,910,2014-02-09
782,600,2015-06-10
795,198,2013-12-27
787,446,2005-09-11
789,385,2014-06-04
790,354,2013-10-11
771,943,2011-01-21
798,107,2014-05-25
789,387,2007-10-03
771,945,2013-06-03
797,140,2013-02-11
777,761,2011-05-11
775,826,2015-02-19
786,486,2011-06-26
799,83,2009-08-11
773,889,2014-10-05
782,611,2015-09-11
794,240,2008-01-04
785,519,2014-01-25
773,892,2013-10-06
775,831,2015-11-29
800,56,2013-12-11
783,584,2014-11-13
784,554,2014-09-25
771,957,2014-11-28
772,926,2015-09-18
794,245,2015-04-25
774,865,2015-12-14
780,679,2013-06-21
781,649,2014-12-19
797,153,2011-08-11
796,185,2015-02-20
797,155,2015-05-14
775,837,2015-07-22
779,713,2014-11-17
787,465,2014-12-27
793,279,2013-04-21
784,560,2012-05-21
799,95,2015-01-25
795,219,2015-02-21
790,374,2014-10-17
794,250,2015-02-21
783,592,2015-01-10
784,561,2011-05-30
789,407,2015-02-07
794,252,2014-08-04
783,593,2015-11-01
801,35,2012-04-15
783,594,2014-11-14
788,439,2015-03-19
781,657,2015-07-08
779,721,2013-05-10
770,1000,2015-12-29
784,568,2015-03-19
796,197,2015-03-18
787,476,2013-01-24
794,259,2014-04-05
792,322,2014-04-15
771,973,2014-09-03
787,478,2012-07-21
774,881,2015-01-27
788,447,2015-11-19
789,417,2013-01-14
800,76,2014-10-23
795,231,2011-03-29
775,852,2013-02-03
772,945,2014-08-27
776,822,2014-07-13
774,884,2014-12-24
798,141,2013-10-27
776,824,2014-04-09
773,917,2012-01-12
789,422,2012-11-20
772,952,2013-09-29
797,177,2011-09-30
777,797,2009-03-24
773,922,2015-10-08
774,892,2012-01-19
802,24,2015-12-28
787,492,2009-04-04
785,554,2011-07-25
800,89,2011-06-14
775,864,2014-01-17
789,431,2011-09-25
781,680,2014-05-17
785,556,2007-04-26
786,525,2015-12-31
800,92,2015-01-12
772,962,2015-11-17
781,684,2014-09-10
797,191,2013-12-10
802,36,2015-02-19
793,315,2014-07-30
775,873,2015-01-26
787,501,2015-03-18
776,843,2015-07-18
786,533,2012-02-03
802,37,2015-08-17
773,936,2015-12-13
791,379,2010-03-06
777,813,2015-05-06
792,349,2012-05-27
791,381,2011-10-23
784,599,2015-11-24
796,227,2015-12-25
779,754,2012-10-14
796,228,2015-09-02
794,290,2015-03-01
779,755,2012-04-24
772,973,2014-09-21
803,13,2013-12-31
786,541,2015-09-21
786,542,2012-12-05
801,77,2013-04-06
785,573,2009-10-07
789,450,2015-06-13
799,143,2015-07-09
795,268,2014-11-04
783,640,2015-07-29
799,144,2011-05-17
783,641,2009-05-25
789,456,2015-07-22
787,519,2013-07-17
783,643,2015-06-20
778,799,2015-09-05
776,862,2014-10-23
789,459,2014-08-28
791,397,2012-10-10
790,429,2014-08-20
792,368,2011-02-21
774,926,2015-09-25
793,338,2014-10-03
775,897,2012-11-25
789,463,2010-09-13
782,681,2014-04-08
773,961,2011-02-09
798,187,2015-12-20
791,404,2015-09-25
796,249,2015-02-02
801,95,2014-11-14
787,529,2012-12-06
777,839,2015-10-16
791,406,2015-08-09
793,344,2015-03-17
773,966,2014-08-26
801,99,2014-06-07
791,409,2015-11-25
801,102,2010-03-23
799,164,2013-07-09
782,692,2015-02-13
790,444,2014-01-27
783,662,2014-06-28
777,848,2015-05-27
804,12,2015-01-20
798,198,2014-02-01
802,74,2014-09-16
786,571,2011-07-09
777,851,2012-11-22
798,201,2014-09-27
792,387,2011-04-17
783,666,2009-04-02
781,729,2012-09-10
796,264,2015-05-04
775,916,2015-03-15
785,606,2014-10-26
799,172,2015-01-29
794,327,2009-05-30
801,111,2014-03-01
789,484,2015-01-30
781,733,2014-06-25
777,858,2014-01-23
795,300,2011-12-08
784,641,2013-10-05
804,22,2015-05-02
793,364,2013-11-30
788,520,2015-07-12
794,335,2014-07-09
776,894,2007-03-07
797,244,2013-08-20
784,647,2011-03-19
781,740,2013-09-18
804,28,2013-08-22
786,587,2014-11-01
797,246,2014-12-11
804,31,2013-02-17
782,714,2014-07-23
786,590,2015-11-30
800,158,2012-04-20
786,592,2014-05-27
785,626,2015-12-30
797,254,2013-11-03
780,781,2013-03-18
792,410,2014-09-24
792,411,2011-11-02
777,876,2015-02-28
798,226,2007-12-03
784,662,2014-05-29
800,166,2013-12-01
799,198,2014-02-24
796,291,2015-10-24
786,602,2014-12-29
778,850,2014-10-15
801,141,2012-11-27
801,142,2009-09-17
792,421,2012-08-22
786,608,2010-03-23
797,267,2014-03-20
786,609,2015-06-07
786,610,2015-08-29
774,983,2010-02-17
778,860,2015-06-06
787,583,2005-11-18
783,707,2013-05-09
777,894,2015-08-18
778,864,2015-12-25
781,772,2015-01-09
786,617,2014-03-12
795,338,2012-01-19
789,526,2014-10-02
794,371,2015-05-09
799,216,2009-01-02
805,31,2013-05-04
784,682,2015-11-15
775,962,2015-12-14
799,218,2008-12-14
802,125,2015-10-25
785,652,2013-09-06
783,716,2007-08-30
777,902,2011-04-14
789,531,2014-06-02
798,252,2013-07-08
776,935,2009-06-11
789,532,2007-05-29
777,904,2015-11-27
781,780,2013-03-18
789,533,2015-08-23
803,99,2011-08-26
800,193,2011-03-29
796,317,2015-07-27
776,939,2011-11-20
789,536,2010-12-24
787,599,2011-05-29
794,383,2015-09-17
782,755,2015-12-27
784,694,2015-03-16
784,695,2012-10-23
794,386,2015-06-16
784,696,2014-05-31
792,448,2011-02-09
779,851,2013-09-15
804,76,2014-02-26
783,728,2014-12-04
795,356,2010-10-18
790,512,2015-08-05
784,699,2015-08-02
801,172,2014-09-14
805,49,2015-07-10
787,607,2015-02-23
782,763,2015-04-07
797,299,2014-12-09
796,330,2015-07-08
793,423,2015-02-05
799,239,2010-02-14
786,642,2013-05-29
787,611,2015-11-17
780,828,2014-05-14
803,116,2015-02-15
799,240,2009-10-11
777,922,2013-10-22
789,551,2014-09-10
775,985,2013-04-19
791,491,2007-10-10
803,120,2011-10-05
791,492,2013-09-21
792,461,2014-06-07
799,244,2013-12-06
781,803,2015-09-03
783,742,2007-09-17
799,246,2014-05-13
794,402,2013-10-18
791,495,2015-07-29
781,806,2013-05-25
790,527,2013-06-25
789,559,2014-09-05
806,32,2005-12-11
777,932,2014-09-17
776,963,2015-09-29
802,157,2015-09-10
791,500,2013-03-29
776,965,2015-11-08
781,811,2013-12-07
793,440,2015-02-21
785,689,2014-02-05
797,317,2014-10-24
805,70,2015-06-08
801,195,2011-01-05
777,939,2010-12-23
803,134,2013-02-05
784,723,2012-05-02
802,166,2012-05-12
791,507,2014-12-14
786,663,2015-05-17
794,416,2015-02-19
793,447,2015-10-09
798,293,2007-03-01
779,883,2015-03-09
788,607,2015-01-27
779,888,2013-09-02
783,765,2010-05-15
806,53,2014-08-23
801,208,2015-11-13
789,581,2012-03-11
786,674,2015-06-30
796,364,2015-07-27
798,302,2013-05-13
793,457,2013-12-06
788,613,2015-06-23
797,334,2015-10-15
806,56,2005-09-29
805,88,2014-12-15
792,491,2015-09-22
807,26,2015-05-28
781,834,2007-10-31
797,339,2015-07-21
778,929,2015-08-08
792,495,2011-04-03
793,464,2014-05-09
777,962,2015-12-14
778,931,2015-01-21
808,2,2011-11-28
784,746,2013-06-02
787,654,2014-03-09
778,933,2015-04-02
786,686,2013-04-06
791,531,2014-11-19
803,160,2014-08-22
801,223,2015-04-11
796,378,2015-03-18
793,471,2014-02-09
793,472,2013-10-23
797,348,2015-10-04
794,443,2007-04-13
800,257,2010-12-16
804,133,2012-09-13
806,71,2011-03-02
799,289,2015-12-23
792,507,2015-08-26
800,261,2014-01-22
799,292,2012-09-27
789,603,2015-11-25
790,572,2014-11-26
803,169,2013-12-30
802,201,2012-08-08
799,294,2015-12-18
804,139,2013-03-07
796,388,2015-02-10
798,326,2013-12-28
802,202,2012-09-07
788,636,2015-07-25
791,544,2009-05-02
789,606,2009-04-08
779,916,2014-12-14
792,514,2014-10-29
807,49,2015-08-08
802,204,2015-12-21
790,576,2013-03-14
794,454,2007-01-26
787,671,2013-05-13
783,796,2015-02-18
788,641,2015-01-30
802,208,2014-02-20
791,549,2015-12-16
798,332,2013-02-07
790,582,2014-07-16
800,273,2015-01-21
795,429,2015-03-11
798,337,2005-04-18
803,183,2014-01-20
784,772,2015-02-13
804,152,2013-08-28
798,340,2014-10-22
799,309,2010-12-17
804,156,2014-07-24
807,63,2014-07-15
778,963,2015-07-29
786,715,2010-05-29
790,591,2015-12-20
782,839,2015-05-14
798,343,2012-10-24
795,437,2014-11-09
796,406,2015-11-14
808,36,2012-12-06
788,656,2015-05-10
801,253,2013-12-19
797,379,2012-02-11
801,255,2011-05-18
800,286,2014-02-10
806,101,2014-05-07
804,163,2014-07-11
786,722,2015-12-27
792,537,2014-05-06
795,444,2013-06-20
800,290,2014-06-06
785,756,2015-10-04
778,974,2015-12-21
798,354,2009-09-18
790,603,2013-10-18
788,665,2014-12-31
784,790,2014-02-03
786,729,2015-04-28
805,140,2008-07-10
805,141,2015-03-02
780,916,2014-01-14
789,638,2013-10-05
798,360,2014-11-28
781,887,2011-11-27
784,795,2012-11-07
783,827,2012-04-03
780,921,2007-06-16
806,115,2015-10-28
798,363,2014-10-31
806,116,2009-04-29
800,302,2015-01-14
781,891,2015-03-14
803,211,2013-01-23
808,57,2011-11-28
781,894,2013-03-28
794,492,2009-12-08
784,803,2013-01-05
802,246,2015-09-07
799,339,2014-05-28
786,742,2013-05-14
801,277,2011-04-26
783,836,2014-05-12
798,371,2012-03-11
807,93,2015-01-11
804,186,2015-06-09
791,589,2013-12-20
795,465,2012-10-29
799,341,2015-12-19
778,994,2015-02-14
790,623,2011-09-01
781,903,2011-05-08
791,595,2015-02-26
791,597,2015-07-11
778,1000,2015-03-31
783,846,2011-03-06
805,166,2015-09-24
780,943,2004-05-18
805,168,2009-07-10
796,448,2015-06-08
787,727,2010-09-15
809,45,2015-12-02
806,140,2013-08-18
793,545,2015-06-15
798,391,2014-08-18
792,577,2010-07-03
806,145,2013-04-15
782,889,2014-04-09
789,673,2013-10-11
786,767,2012-05-16
808,86,2012-01-30
781,923,2014-11-19
781,924,2009-09-04
794,521,2015-11-25
806,150,2015-11-26
791,615,2015-05-24
808,89,2010-01-03
782,895,2015-07-20
805,182,2015-03-06
801,307,2014-09-14
807,121,2014-12-01
780,958,2011-03-14
800,339,2014-02-17
804,216,2013-02-22
796,465,2015-08-07
798,403,2015-07-20
804,218,2014-03-22
782,900,2015-08-21
807,127,2012-12-26
792,593,2015-11-19
797,439,2015-05-05
799,377,2008-01-18
810,37,2015-02-16
807,131,2013-08-17
805,193,2004-04-18
796,475,2015-03-12
797,444,2013-02-22
787,756,2015-10-01
792,601,2015-04-10
806,167,2015-09-30
791,633,2015-05-29
792,602,2011-07-15
787,758,2015-09-11
806,169,2014-08-10
807,138,2011-04-03
804,232,2015-07-17
789,699,2015-10-27
784,854,2012-08-12
798,420,2003-08-27
792,606,2014-09-13
791,637,2015-09-12
796,483,2015-10-28
789,700,2008-11-20
780,980,2014-04-25
811,19,2013-08-16
804,237,2015-11-02
785,827,2007-04-03
789,703,2013-09-13
796,488,2015-12-18
799,397,2014-03-24
789,707,2013-08-11
800,367,2014-06-23
788,739,2015-10-12
810,59,2014-11-16
788,742,2015-06-15
788,743,2014-11-22
796,496,2015-11-25
784,868,2012-03-28
799,404,2015-09-20
781,964,2014-05-28
783,903,2008-06-14
804,252,2015-01-22
783,904,2015-02-23
786,811,2012-07-01
807,160,2013-10-09
790,688,2014-10-05
805,223,2015-07-25
792,626,2013-02-14
797,471,2015-09-03
811,37,2014-07-06
812,7,2015-01-12
805,225,2014-06-17
799,411,2011-10-13
804,256,2015-02-01
805,226,2010-10-10
812,9,2015-11-13
801,352,2015-12-27
798,446,2004-11-30
785,850,2009-04-02
790,695,2012-01-24
794,572,2012-02-01
809,108,2015-11-25
799,418,2015-12-03
810,77,2010-03-03
808,140,2010-12-13
798,450,2010-04-19
803,296,2010-12-04
801,358,2015-05-24
796,514,2015-11-19
807,173,2014-02-02
790,702,2012-11-06
793,610,2013-09-18
794,579,2012-09-18
811,53,2015-07-10
783,921,2011-09-20
807,177,2011-09-28
805,241,2013-02-14
802,335,2014-01-05
783,924,2010-03-19
786,831,2015-12-26
788,770,2015-12-29
803,305,2014-05-17
795,553,2013-01-08
792,646,2015-11-24
790,708,2012-06-25
807,182,2012-12-25
789,740,2014-02-26
812,28,2012-12-18
799,432,2014-03-10
804,278,2013-08-20
797,495,2013-10-03
811,61,2015-05-07
784,899,2012-06-03
801,373,2011-02-16
787,807,2010-12-30
811,63,2015-10-18
793,621,2015-03-02
789,745,2009-02-25
802,343,2015-03-02
807,188,2015-06-15
800,405,2015-11-27
806,219,2014-03-23
810,96,2014-05-18
794,592,2013-09-25
790,718,2013-08-25
792,657,2015-08-15
792,659,2012-04-12
812,40,2013-06-23
793,630,2013-04-26
791,692,2014-05-01
800,414,2014-05-11
792,663,2015-06-11
808,167,2014-12-25
797,509,2011-01-09
783,945,2007-08-24
802,357,2013-03-20
782,977,2014-04-28
783,948,2015-10-14
798,483,2012-07-09
793,638,2015-12-22
806,236,2008-07-17
783,950,2012-10-30
794,609,2015-04-15
797,519,2013-09-27
786,860,2014-09-28
806,240,2005-08-09
783,955,2010-09-19
791,708,2008-06-25
807,212,2014-05-28
793,647,2015-01-28
804,307,2015-11-12
799,462,2015-10-27
796,555,2015-07-10
805,277,2011-08-22
792,681,2009-02-17
785,899,2012-06-19
789,775,2009-10-19
785,900,2015-09-09
786,870,2014-01-05
799,467,2015-03-04
804,313,2012-12-05
796,561,2015-12-30
784,933,2015-11-28
802,376,2015-07-23
799,470,2013-06-14
783,967,2009-06-15
806,254,2013-09-03
798,502,2011-09-13
795,595,2015-11-09
784,937,2015-12-27
808,194,2015-09-26
805,288,2015-10-25
795,599,2015-11-15
785,909,2011-08-06
798,507,2015-10-21
806,260,2014-09-16
809,168,2015-12-12
786,885,2015-09-09
794,637,2015-10-26
805,298,2014-10-10
811,113,2013-05-03
805,300,2014-03-04
797,548,2014-11-18
794,642,2015-04-09
788,828,2014-11-05
799,487,2015-11-28
787,861,2013-10-28
803,366,2014-06-03
810,149,2014-02-26
813,57,2013-12-15
806,274,2014-09-02
786,895,2014-06-20
792,709,2013-07-04
798,523,2014-10-08
785,926,2015-10-19
803,372,2009-09-02
792,714,2011-02-16
813,63,2014-08-13
804,345,2014-10-30
803,378,2012-10-19
811,130,2013-07-18
793,688,2013-03-30
809,192,2015-12-24
809,193,2015-12-14
794,658,2011-03-23
785,937,2015-12-03
794,659,2012-06-14
793,690,2013-04-22
801,442,2015-12-10
815,8,2014-08-11
800,474,2013-07-18
790,784,2014-02-03
786,909,2015-08-13
791,754,2013-09-09
791,755,2012-05-28
813,73,2014-11-12
803,384,2014-05-02
804,354,2014-04-07
812,107,2006-11-12
813,77,2013-08-14
785,945,2010-05-03
792,728,2011-01-07
785,946,2010-11-10
810,174,2009-01-31
809,205,2015-11-26
805,333,2015-11-28
808,242,2015-12-27
799,523,2015-10-25
790,802,2015-09-10
795,648,2006-10-06
792,742,2009-06-03
794,680,2014-11-13
795,651,2015-02-20
787,902,2015-09-25
784,995,2014-12-07
816,4,2013-10-09
799,532,2013-11-29
816,6,2014-10-09
792,751,2013-02-10
786,937,2015-12-31
797,597,2013-06-22
804,380,2015-11-09
792,752,2015-07-21
807,287,2011-05-17
807,288,2014-09-15
786,940,2012-05-16
795,662,2003-06-15
816,12,2013-05-10
790,818,2014-09-06
808,260,2010-06-04
786,943,2012-07-29
792,757,2012-05-18
805,356,2010-08-24
797,604,2015-09-18
808,265,2014-10-30
798,575,2015-12-31
795,670,2011-07-14
792,765,2011-04-16
802,455,2015-09-20
796,641,2015-04-13
791,797,2009-07-11
809,239,2015-12-05
798,582,2012-11-17
804,397,2014-12-27
785,987,2010-10-15
793,740,2013-05-10
786,957,2011-06-25
806,337,2012-10-30
803,432,2010-11-23
806,340,2015-04-01
815,62,2015-04-01
796,651,2015-05-23
804,404,2015-09-06
806,342,2015-12-08
800,529,2010-10-26
787,933,2015-10-27
815,65,2012-05-12
809,252,2015-12-24
801,501,2015-01-20
804,409,2015-12-01
815,68,2015-05-21
790,843,2012-12-11
786,968,2012-04-06
794,721,2010-09-03
801,504,2012-03-14
791,815,2012-01-10
794,722,2015-10-18
797,631,2012-03-25
816,42,2013-06-18
800,539,2014-09-28
806,353,2014-09-11
816,44,2014-07-26
810,230,2014-09-21
803,448,2010-12-24
808,293,2012-11-26
795,696,2005-03-14
796,665,2015-11-12
812,169,2012-02-23
816,46,2014-07-11
799,573,2010-05-26
803,449,2013-12-14
796,666,2015-11-13
807,326,2012-02-08
787,946,2012-05-16
799,575,2010-04-15
810,234,2011-12-03
808,297,2011-11-26
798,608,2009-01-18
799,577,2014-01-12
795,701,2013-09-28
808,299,2015-08-30
804,424,2013-03-27
795,703,2012-01-20
806,362,2007-04-02
787,953,2015-01-28
811,209,2013-08-13
805,397,2012-09-23
806,366,2014-01-16
814,119,2015-06-04
815,90,2012-08-21
796,679,2015-08-15
803,465,2014-08-12
813,156,2015-10-11
806,373,2010-04-02
791,838,2015-03-14
804,436,2014-02-17
790,870,2014-06-08
808,313,2015-01-04
791,840,2012-05-06
809,282,2015-12-01
786,997,2015-11-07
803,470,2012-06-04
790,873,2014-02-07
816,68,2013-12-31
799,595,2015-11-28
791,843,2004-09-06
808,316,2015-03-12
794,751,2009-05-02
806,380,2013-08-30
807,349,2011-11-08
800,569,2015-12-27
789,910,2011-03-19
810,259,2015-01-13
806,383,2015-11-08
816,74,2013-09-04
805,415,2013-05-19
789,911,2014-12-17
802,508,2014-08-22
809,292,2015-12-21
800,571,2015-11-23
803,479,2015-01-04
789,913,2015-08-02
794,760,2008-08-29
816,78,2013-04-27
787,977,2015-10-06
816,79,2014-01-14
804,452,2014-06-08
801,545,2011-03-15
807,360,2015-01-12
813,174,2013-09-22
804,454,2013-06-24
806,392,2012-01-01
798,640,2007-05-29
792,826,2012-08-28
805,425,2011-10-09
798,643,2012-04-21
800,581,2014-12-28
791,861,2013-02-26
798,645,2011-08-06
789,924,2010-05-05
800,584,2014-08-26
789,926,2015-11-25
799,616,2008-08-23
818,28,2010-03-05
816,90,2014-09-01
793,805,2013-06-17
807,374,2015-06-14
789,932,2015-02-04
812,220,2013-12-23
790,903,2014-09-21
798,655,2012-12-12
804,469,2015-03-30
805,440,2015-09-19
803,503,2015-11-08
817,69,2015-02-20
809,317,2015-11-25
804,473,2015-10-12
811,256,2014-09-10
797,691,2009-06-07
809,320,2015-12-31
792,848,2015-09-15
813,198,2014-11-05
788,973,2015-02-23
817,74,2015-07-16
789,942,2008-03-16
803,509,2012-03-17
799,633,2015-02-03
803,511,2015-06-18
812,233,2005-07-16
810,296,2014-02-26
815,141,2015-02-16
792,856,2009-02-20
793,825,2014-02-06
812,236,2012-11-26
818,50,2007-08-08
791,887,2015-04-05
802,548,2015-06-24
796,734,2015-05-07
795,765,2005-08-09
795,768,2008-08-04
791,892,2013-06-05
818,57,2015-03-13
819,27,2011-06-28
803,524,2011-06-13
813,214,2015-11-12
797,711,2015-03-02
803,525,2011-12-04
805,463,2003-09-18
795,773,2010-04-14
809,339,2015-12-18
802,557,2015-11-07
797,712,2015-05-04
798,682,2015-11-07
797,714,2014-01-04
796,746,2015-02-26
798,685,2010-09-04
790,934,2015-11-27
806,439,2015-04-03
790,935,2015-08-10
798,689,2013-09-11
805,473,2014-10-17
793,845,2013-04-05
809,349,2015-11-30
789,969,2009-01-28
795,784,2012-11-07
804,507,2015-12-21
820,13,2014-07-29
801,603,2009-04-30
801,605,2010-10-26
807,419,2013-01-22
811,296,2015-07-16
815,173,2015-04-22
796,762,2015-05-13
808,391,2014-11-30
799,670,2010-08-26
810,331,2014-08-20
804,517,2012-11-05
801,610,2014-01-10
820,21,2014-12-28
811,300,2014-06-11
