id1,id2,friendedOn
945,17,2013-10-22
938,236,2013-10-25
914,982,2015-09-12
924,672,2015-08-28
923,704,2012-04-23
931,456,2015-12-06
933,396,2014-02-26
942,117,2012-02-16
943,87,2015-10-26
920,800,2009-01-23
942,119,2010-06-27
941,150,2014-11-20
939,213,2015-04-18
925,648,2013-06-19
915,959,2007-08-06
939,215,2015-08-17
945,30,2014-03-09
932,433,2014-10-19
922,743,2015-09-19
934,372,2015-12-20
928,558,2013-05-06
917,900,2015-03-02
934,374,2014-11-22
920,808,2015-01-02
940,189,2006-09-16
929,530,2015-11-16
926,625,2013-02-16
935,346,2014-11-19
920,813,2007-02-20
930,503,2015-09-04
927,596,2013-04-19
943,101,2015-07-01
940,194,2012-10-10
934,380,2014-08-12
915,970,2005-08-18
920,816,2013-05-21
927,601,2015-09-21
936,322,2015-12-01
934,386,2014-04-17
930,511,2014-06-23
923,730,2010-03-19
918,885,2015-02-12
919,856,2015-01-14
924,702,2015-10-04
922,764,2010-06-01
945,52,2015-06-13
919,858,2012-05-28
945,53,2011-07-14
920,829,2015-04-04
939,240,2015-04-03
930,520,2013-12-12
919,861,2013-03-11
939,241,2015-05-15
944,87,2013-12-28
921,800,2014-06-05
919,863,2014-04-11
939,245,2015-09-23
936,339,2014-09-11
925,681,2015-12-15
936,340,2013-04-26
926,651,2014-08-01
919,870,2015-02-13
924,715,2015-11-16
939,251,2015-10-17
918,902,2015-05-27
930,532,2015-11-28
945,68,2014-07-15
938,286,2015-10-10
936,349,2013-11-22
935,380,2015-12-16
937,319,2014-12-18
926,660,2014-10-16
925,692,2015-12-07
923,754,2012-11-18
938,290,2015-12-20
941,197,2014-09-19
929,569,2010-06-11
943,136,2015-10-14
944,105,2012-02-03
935,386,2014-12-31
917,944,2008-05-20
937,325,2009-08-24
930,542,2010-06-20
930,544,2007-03-07
930,546,2015-10-22
926,670,2015-11-17
941,205,2014-04-30
938,298,2015-03-13
930,547,2007-04-09
930,548,2015-07-29
927,641,2015-12-19
931,517,2015-12-13
923,766,2013-09-29
938,301,2015-05-25
940,240,2013-02-09
920,860,2012-08-27
931,520,2015-12-29
926,678,2014-10-16
924,740,2015-11-11
935,401,2015-04-30
943,153,2015-03-07
931,525,2015-11-15
945,92,2014-03-10
925,712,2015-05-22
928,619,2006-12-12
940,248,2005-03-28
917,961,2009-11-08
920,868,2013-11-12
926,684,2015-05-19
939,282,2015-07-03
916,997,2009-08-29
928,625,2012-01-25
918,937,2014-11-02
946,70,2012-12-17
938,318,2012-08-19
933,474,2015-10-03
938,319,2010-06-21
917,970,2005-01-10
940,257,2015-06-12
943,165,2015-08-19
944,135,2008-02-27
946,73,2015-05-08
918,941,2015-10-09
931,539,2015-12-11
930,570,2014-07-07
920,880,2015-05-03
919,912,2012-01-12
947,44,2010-12-11
932,509,2009-02-12
933,479,2014-07-03
921,852,2015-11-27
924,759,2015-03-18
938,325,2007-01-21
946,78,2015-02-24
928,637,2009-12-19
948,18,2015-06-04
922,826,2010-11-15
929,609,2015-05-21
940,268,2012-10-08
941,239,2014-12-18
945,115,2015-06-15
922,828,2012-11-10
924,767,2015-06-08
943,179,2015-09-29
930,582,2005-09-02
943,180,2015-04-01
939,304,2014-10-18
930,583,2015-04-11
933,491,2014-04-10
937,367,2012-01-04
947,58,2015-03-31
922,834,2014-11-18
937,369,2015-02-16
920,896,2009-02-15
933,495,2015-12-18
926,712,2014-09-16
923,806,2012-08-31
931,558,2015-12-07
940,281,2015-06-28
931,561,2015-12-05
920,903,2010-08-17
933,500,2013-04-01
938,346,2013-01-12
944,161,2015-06-20
928,657,2015-12-30
945,131,2011-12-20
917,999,2013-06-04
924,783,2015-03-08
944,163,2015-02-24
933,505,2015-06-01
923,816,2015-10-19
948,41,2015-04-28
939,321,2015-09-26
940,290,2015-11-06
918,972,2015-10-26
921,879,2013-11-23
949,11,2014-09-13
936,415,2014-06-29
938,354,2014-06-29
939,323,2014-10-19
933,511,2014-12-31
937,387,2013-11-19
944,171,2015-12-31
946,112,2014-12-11
935,454,2014-02-05
939,331,2015-10-01
942,238,2015-02-06
946,115,2014-08-28
935,456,2015-06-05
935,457,2012-12-15
925,768,2015-02-19
925,769,2009-06-24
945,150,2013-05-13
948,57,2005-06-22
939,337,2015-02-20
924,802,2015-05-11
932,554,2014-12-07
920,927,2015-05-12
940,308,2014-01-04
924,805,2015-05-02
920,929,2008-08-29
940,311,2011-08-22
944,189,2009-10-27
920,933,2014-01-04
935,468,2014-01-02
939,344,2015-08-27
942,254,2012-05-01
919,967,2015-08-20
920,937,2009-09-25
936,442,2015-12-27
931,598,2015-12-06
940,320,2015-01-30
928,692,2015-11-29
926,754,2015-05-04
922,879,2013-11-21
931,600,2015-11-16
948,73,2015-02-09
946,136,2014-08-03
922,883,2014-04-18
936,449,2015-11-13
944,202,2012-07-19
946,141,2015-08-25
924,823,2015-05-20
950,17,2015-05-09
944,203,2015-11-26
940,328,2009-09-13
932,577,2011-08-27
938,391,2007-06-20
937,422,2014-01-02
944,205,2011-03-02
937,423,2010-09-09
934,517,2015-07-02
936,456,2015-05-01
943,240,2015-06-28
931,613,2015-11-03
933,552,2013-11-28
920,955,2015-08-26
920,957,2015-10-18
932,585,2014-10-11
941,306,2014-09-25
946,151,2015-10-13
942,276,2014-05-12
942,277,2015-08-21
950,29,2015-10-15
938,402,2011-04-10
926,775,2015-10-06
942,279,2015-11-03
950,32,2015-06-30
937,436,2014-02-17
947,126,2013-02-25
932,593,2015-12-17
940,345,2012-04-27
946,161,2013-12-22
931,627,2015-12-30
940,349,2015-09-20
921,938,2015-05-28
946,163,2011-02-11
931,629,2015-12-19
935,507,2013-05-07
941,321,2013-10-20
939,386,2015-05-05
943,262,2015-08-12
928,727,2010-05-20
942,293,2012-03-01
934,542,2014-08-20
926,791,2015-08-20
947,142,2005-05-04
929,700,2014-12-04
945,207,2015-08-09
947,146,2012-02-21
929,704,2006-01-23
938,426,2009-03-26
950,54,2015-01-24
921,954,2013-09-04
949,86,2014-08-09
924,863,2015-10-30
932,616,2012-08-04
936,492,2014-04-19
933,586,2015-09-02
935,525,2014-12-01
921,960,2015-01-04
927,774,2013-06-04
932,620,2015-02-28
939,403,2015-06-21
931,651,2015-12-25
943,281,2015-07-26
951,33,2015-02-13
952,6,2015-05-27
925,843,2012-02-14
920,998,2011-01-13
923,906,2015-09-22
924,875,2015-11-30
938,441,2015-05-30
931,659,2015-11-16
942,319,2015-04-02
921,971,2014-04-10
935,539,2015-02-04
936,509,2013-09-30
922,943,2015-11-12
952,13,2015-11-24
929,726,2007-11-05
933,604,2015-11-22
929,728,2013-10-04
946,201,2015-12-24
945,233,2011-07-18
951,47,2012-11-20
928,760,2015-12-09
935,543,2015-03-16
948,141,2015-04-01
930,700,2005-09-04
921,979,2015-12-22
933,607,2014-06-24
945,236,2015-05-14
922,949,2013-04-24
931,671,2015-12-28
945,237,2011-11-20
945,238,2015-10-05
928,765,2015-12-28
925,859,2015-08-15
934,581,2015-07-05
950,85,2014-10-31
924,892,2015-11-10
929,737,2010-02-11
931,676,2015-12-28
935,553,2013-04-09
933,616,2012-11-29
924,895,2015-12-06
950,89,2015-05-25
948,152,2011-06-14
935,555,2013-07-01
925,865,2010-07-26
942,339,2011-10-09
948,154,2014-04-23
938,466,2015-08-22
949,125,2012-12-24
933,622,2015-05-31
938,467,2011-03-18
932,653,2014-11-20
943,313,2015-10-22
945,251,2015-10-21
938,469,2013-03-07
926,841,2014-09-05
930,717,2010-03-02
939,440,2015-08-25
926,843,2012-09-27
927,813,2012-05-04
947,193,2013-10-16
926,845,2013-07-30
929,752,2013-11-16
938,473,2015-09-25
952,39,2007-07-17
935,567,2014-04-19
927,816,2014-07-30
930,724,2015-10-21
953,11,2005-06-29
929,755,2012-02-13
944,290,2015-12-08
926,849,2015-06-07
952,44,2008-10-30
942,355,2014-04-22
931,696,2015-12-14
946,231,2006-10-14
923,946,2011-06-08
952,47,2010-10-28
938,481,2008-02-27
943,326,2014-12-11
949,143,2015-06-10
948,174,2015-07-15
929,763,2007-12-04
946,236,2015-10-05
947,206,2014-02-13
946,237,2014-10-06
950,113,2013-08-23
923,950,2015-04-23
951,84,2013-02-13
932,673,2014-06-07
939,458,2015-10-30
937,520,2013-06-17
941,396,2015-07-01
953,27,2003-01-21
929,771,2012-12-08
951,90,2015-06-29
931,710,2015-11-10
925,897,2015-06-07
952,60,2010-08-16
936,557,2014-05-13
924,931,2015-12-29
949,156,2012-06-29
944,311,2011-02-15
942,373,2015-01-29
922,994,2015-08-17
935,591,2012-09-09
945,282,2014-08-23
943,344,2015-05-19
951,97,2012-11-21
933,655,2013-12-21
926,874,2012-09-03
930,751,2015-05-27
922,1000,2011-03-18
924,939,2015-09-17
944,320,2015-09-16
942,382,2011-04-12
934,634,2015-10-11
933,666,2013-11-22
940,449,2015-12-23
924,947,2015-06-18
938,513,2009-05-01
949,172,2014-07-08
937,544,2011-06-26
948,203,2008-07-20
953,48,2007-01-05
950,141,2015-07-01
951,112,2015-09-28
951,113,2011-02-08
941,424,2015-07-09
940,456,2011-03-16
923,983,2015-11-28
953,54,2015-11-24
951,117,2015-01-18
940,458,2010-09-15
940,459,2015-09-07
929,800,2013-12-01
932,708,2015-02-13
923,987,2011-12-23
928,833,2015-02-17
945,306,2014-10-07
947,246,2006-03-13
952,91,2011-05-04
947,247,2015-05-28
954,30,2012-03-01
946,278,2015-12-11
936,589,2014-06-15
952,95,2013-01-05
947,250,2013-10-29
944,344,2009-02-10
947,251,2011-02-27
952,96,2004-04-09
942,409,2011-05-01
943,378,2015-10-23
944,347,2015-11-14
935,626,2014-09-09
924,967,2015-05-29
936,595,2015-10-04
926,905,2015-03-18
928,843,2005-02-01
942,411,2013-07-21
939,504,2015-06-27
931,753,2015-12-25
942,413,2012-11-23
954,41,2014-05-18
926,910,2015-12-01
947,260,2014-10-18
930,787,2005-06-30
930,788,2015-11-23
933,695,2013-05-22
938,540,2009-03-17
950,168,2014-07-21
942,417,2015-07-21
942,419,2010-10-19
948,233,2012-03-05
937,574,2015-03-15
929,822,2015-09-22
939,512,2014-12-31
942,420,2012-05-24
934,668,2014-06-09
935,638,2015-10-29
954,49,2015-09-02
940,485,2013-03-06
924,981,2015-10-13
954,52,2015-06-23
955,21,2015-07-23
947,270,2015-09-30
955,23,2014-07-11
949,209,2013-03-16
950,178,2015-09-30
935,644,2014-03-16
938,551,2015-09-05
950,180,2015-12-29
952,119,2014-02-20
935,646,2014-09-17
938,554,2013-04-17
939,523,2015-09-12
951,151,2015-11-17
940,492,2014-09-26
930,802,2014-03-22
953,90,2015-08-31
938,555,2005-08-10
937,586,2013-08-02
936,618,2015-12-27
955,30,2012-11-01
931,774,2015-12-06
947,279,2008-12-30
943,404,2015-01-04
953,95,2014-10-17
937,591,2011-12-29
933,715,2014-06-16
940,498,2015-09-05
924,995,2015-05-27
946,313,2005-10-12
940,500,2011-03-20
949,221,2015-09-06
940,501,2011-02-22
944,377,2004-10-04
952,129,2003-12-08
926,937,2015-05-28
925,968,2015-09-01
931,783,2015-12-21
941,473,2015-11-24
947,288,2015-07-20
952,133,2007-12-31
937,598,2013-11-01
936,629,2013-11-11
955,40,2015-12-23
948,259,2015-09-25
931,786,2015-11-16
932,755,2010-10-03
930,817,2009-12-29
950,197,2014-10-07
930,818,2014-02-07
934,694,2014-01-24
939,539,2014-10-29
938,571,2007-08-04
942,447,2013-02-01
946,323,2015-06-21
929,851,2012-12-25
925,975,2009-08-17
944,387,2005-12-07
936,635,2014-06-27
949,232,2013-04-09
929,852,2015-12-04
939,543,2014-12-21
929,853,2014-04-05
925,977,2009-01-18
933,730,2014-11-26
947,297,2015-10-04
927,920,2015-05-12
939,548,2015-01-05
955,53,2015-08-14
954,84,2003-04-05
941,487,2013-05-22
951,178,2014-11-09
948,272,2010-12-19
950,212,2015-10-31
930,832,2012-03-30
937,615,2011-09-29
933,740,2015-08-28
952,152,2013-09-08
925,989,2015-06-25
953,122,2010-06-06
929,866,2013-08-23
942,463,2014-01-11
945,370,2015-09-13
928,897,2014-05-01
950,215,2014-12-05
933,743,2014-05-05
955,61,2012-05-25
937,619,2013-04-25
936,650,2013-04-18
942,469,2015-09-28
944,410,2008-06-26
929,876,2014-01-21
939,567,2015-08-17
937,629,2015-06-17
932,785,2015-07-29
929,878,2006-02-28
934,723,2014-05-19
943,445,2015-03-03
948,291,2011-04-04
940,540,2010-02-01
946,354,2013-05-11
940,541,2015-09-29
946,357,2010-10-17
949,266,2015-12-23
929,887,2014-08-24
939,578,2015-06-02
956,52,2015-08-10
933,766,2014-10-26
930,859,2014-10-24
929,891,2012-02-09
927,953,2011-02-24
944,426,2015-11-06
947,333,2009-09-25
940,551,2015-02-24
929,893,2012-05-26
952,180,2003-01-17
936,676,2013-01-25
943,460,2015-09-08
950,243,2013-11-22
953,150,2011-03-08
933,771,2015-02-17
954,123,2003-08-05
937,651,2011-03-29
935,714,2012-10-24
944,435,2014-07-04
950,250,2013-10-21
958,4,2007-10-18
941,531,2015-04-02
927,966,2013-05-30
957,37,2014-03-10
940,564,2007-07-30
931,843,2015-12-14
942,503,2014-09-19
948,317,2014-12-04
949,286,2015-04-29
948,318,2008-03-04
938,629,2014-11-30
932,815,2012-06-18
936,691,2014-01-16
932,817,2013-04-15
958,13,2015-07-04
932,819,2009-01-06
947,355,2014-03-02
930,882,2014-07-30
958,14,2014-09-01
934,759,2014-12-01
957,47,2013-07-09
955,109,2015-12-26
949,295,2015-10-11
940,575,2009-09-04
934,763,2014-03-13
940,577,2014-08-08
931,857,2015-11-23
956,82,2013-09-27
930,888,2014-11-21
948,330,2014-09-06
929,920,2008-08-29
942,517,2012-11-11
944,456,2012-09-14
933,797,2014-03-17
942,519,2013-06-24
949,302,2014-09-19
941,550,2014-04-17
932,830,2015-08-14
952,210,2014-11-22
953,180,2008-10-19
946,398,2011-08-12
950,274,2014-09-24
954,151,2015-11-30
957,58,2015-05-14
951,244,2014-12-01
928,957,2012-07-25
958,27,2009-10-13
939,617,2015-06-12
940,586,2011-07-11
952,215,2015-01-14
951,246,2015-09-09
955,122,2015-06-15
952,216,2014-07-01
937,681,2015-11-05
944,466,2014-04-14
945,436,2014-02-10
947,374,2015-11-05
937,684,2014-01-15
949,313,2013-12-17
935,747,2014-10-03
946,406,2004-04-05
952,221,2015-03-02
951,253,2015-01-01
939,625,2015-06-20
957,68,2012-12-11
934,781,2015-03-19
938,658,2014-09-08
929,937,2009-10-25
954,162,2012-07-13
959,8,2015-12-18
947,380,2011-04-09
938,660,2013-03-06
952,226,2011-08-23
937,691,2014-09-17
948,350,2015-12-28
945,443,2014-03-21
941,568,2015-09-25
945,444,2014-11-25
932,847,2012-07-09
931,878,2015-12-08
952,229,2015-04-07
954,167,2014-12-26
945,446,2013-09-04
938,664,2013-10-22
954,168,2014-02-08
930,914,2012-11-27
955,139,2013-01-25
935,759,2015-02-22
950,295,2015-02-29
952,233,2011-09-26
957,79,2014-02-18
956,111,2011-03-08
945,454,2014-08-30
943,516,2015-05-19
954,176,2004-08-27
936,734,2015-03-01
958,53,2010-07-12
934,797,2014-10-20
931,892,2015-12-25
947,396,2015-07-03
934,800,2014-07-06
958,57,2005-12-29
951,274,2013-11-27
948,367,2013-05-05
929,956,2013-10-21
955,151,2015-12-26
957,90,2014-12-20
940,618,2015-12-12
958,60,2012-04-27
942,556,2015-12-20
952,246,2007-02-08
954,184,2014-09-21
928,990,2004-09-15
945,466,2013-11-01
951,281,2015-02-09
929,964,2015-08-25
930,934,2014-02-21
953,221,2014-10-06
955,160,2011-06-17
956,129,2009-12-04
946,439,2015-09-13
950,316,2015-05-14
943,534,2015-01-02
936,751,2013-11-09
957,101,2014-11-30
953,225,2015-07-11
935,783,2015-04-25
957,104,2013-09-25
954,197,2011-08-28
956,136,2014-06-04
929,973,2015-05-22
936,756,2013-07-28
958,75,2015-11-14
942,572,2012-03-23
938,697,2005-10-31
933,852,2015-12-05
939,666,2015-11-21
937,729,2012-10-15
940,636,2005-04-12
949,358,2014-05-04
947,421,2015-08-29
939,669,2015-11-24
942,576,2015-09-07
940,638,2014-01-17
938,701,2013-09-09
929,980,2015-05-21
948,392,2005-09-16
944,517,2004-04-19
949,362,2014-10-08
951,300,2015-06-08
946,456,2014-07-11
954,208,2004-08-28
948,395,2014-08-30
943,551,2015-07-27
936,768,2015-07-17
953,241,2012-09-10
931,924,2015-12-29
942,584,2012-07-15
952,274,2014-10-27
930,957,2013-09-08
938,709,2013-03-19
939,678,2014-11-17
952,275,2015-03-13
945,492,2013-11-15
952,276,2010-06-21
941,619,2015-08-30
955,186,2011-07-13
930,962,2015-04-15
950,343,2015-08-21
942,592,2014-11-17
960,34,2014-03-18
958,96,2013-04-26
957,128,2012-05-31
942,593,2015-11-12
947,439,2015-12-12
949,378,2014-09-19
948,410,2012-12-24
943,565,2015-07-15
955,193,2015-04-19
944,535,2012-10-11
935,815,2012-09-28
942,598,2015-01-04
955,196,2012-10-26
947,444,2015-09-24
939,693,2015-04-07
942,600,2013-01-28
934,849,2015-02-25
936,787,2014-07-27
958,106,2013-11-21
951,323,2015-09-24
961,13,2015-08-22
957,138,2014-05-16
957,139,2013-01-30
935,822,2015-01-14
932,915,2012-09-14
958,109,2015-08-08
952,296,2005-11-07
948,420,2012-10-22
945,514,2010-06-03
946,483,2009-08-14
954,235,2015-06-21
954,236,2015-11-05
946,487,2015-03-16
934,859,2014-04-15
937,767,2015-11-23
949,396,2013-11-23
948,429,2015-07-06
940,679,2010-03-10
934,865,2013-08-28
952,308,2012-05-18
930,991,2015-06-28
942,620,2012-06-16
947,466,2012-05-07
959,94,2015-12-17
953,281,2015-01-01
930,994,2013-10-06
939,715,2015-06-04
933,902,2015-09-10
953,282,2014-04-14
940,687,2009-06-08
931,966,2015-11-21
943,594,2015-07-26
942,626,2014-03-10
960,68,2015-06-23
962,6,2014-07-16
946,502,2015-04-29
944,564,2005-10-26
945,533,2015-06-17
948,440,2012-01-06
949,410,2012-09-07
937,783,2013-03-06
944,567,2011-10-28
935,846,2015-10-15
961,41,2015-05-26
955,228,2013-06-26
946,507,2012-03-07
932,942,2010-07-28
942,634,2013-01-27
933,914,2015-12-03
945,543,2013-04-11
942,637,2012-09-14
947,483,2015-11-18
959,111,2007-09-19
940,700,2014-08-01
954,266,2015-11-26
958,142,2007-07-03
941,670,2015-04-20
941,671,2015-08-16
944,579,2014-09-19
933,920,2014-01-04
938,766,2014-09-18
931,983,2015-12-09
957,177,2015-07-23
939,735,2015-01-02
931,985,2015-12-25
932,955,2013-01-04
937,800,2011-09-24
942,646,2013-01-26
958,151,2015-10-04
949,430,2011-06-18
955,245,2015-10-25
934,896,2014-03-20
954,277,2015-09-01
939,743,2015-03-25
945,557,2013-11-10
942,650,2012-01-16
941,682,2015-04-29
960,94,2015-12-05
952,342,2015-02-11
942,654,2014-08-22
931,995,2015-12-01
948,469,2012-04-21
953,314,2015-10-13
948,470,2014-07-24
961,67,2007-01-23
957,191,2015-09-01
933,935,2015-09-20
947,502,2014-09-16
935,875,2015-10-31
948,472,2011-04-01
946,535,2015-07-19
940,721,2015-11-30
937,814,2015-08-07
944,597,2015-06-01
933,939,2015-05-13
949,444,2014-10-06
948,475,2010-04-04
952,351,2007-12-15
954,289,2015-03-17
958,166,2005-05-20
935,882,2015-06-24
945,572,2011-11-13
941,696,2013-09-25
955,263,2011-07-07
954,294,2012-06-06
957,202,2014-01-30
947,514,2010-03-15
941,701,2014-03-10
944,609,2015-10-14
958,175,2015-12-14
957,207,2014-12-05
945,581,2015-02-20
955,272,2013-12-13
933,955,2013-10-02
958,180,2012-04-09
939,771,2015-11-18
938,802,2005-08-15
946,554,2010-01-27
942,679,2015-12-29
933,959,2012-12-25
961,92,2013-02-29
934,930,2014-02-21
953,342,2014-10-11
942,683,2012-07-17
957,219,2013-07-07
955,281,2015-07-18
945,592,2014-06-19
947,531,2015-02-20
946,565,2014-10-28
960,131,2014-11-20
940,751,2014-06-07
952,380,2011-08-05
945,597,2012-04-19
964,9,2014-12-24
944,629,2014-12-02
946,568,2015-07-04
938,817,2012-02-18
964,12,2015-12-11
957,230,2013-05-15
943,666,2015-05-06
942,699,2010-05-09
934,947,2014-02-18
953,358,2015-05-23
958,205,2007-09-15
941,732,2014-01-18
947,547,2011-05-23
956,269,2012-12-15
954,331,2011-12-13
934,952,2014-10-18
954,333,2014-11-24
956,271,2015-01-14
961,116,2015-11-21
933,986,2013-04-27
952,398,2011-02-19
951,430,2013-02-17
934,958,2015-09-23
933,989,2015-01-27
933,990,2015-05-30
947,557,2010-02-07
951,433,2015-12-22
956,278,2014-07-22
959,186,2015-05-26
962,93,2007-08-30
934,962,2015-07-30
948,528,2012-10-23
958,219,2014-01-28
951,437,2014-12-29
953,375,2009-08-25
941,747,2013-11-25
935,933,2015-09-20
952,407,2014-07-08
945,624,2015-01-30
961,129,2002-11-18
954,346,2007-04-18
953,377,2006-04-24
955,318,2012-12-18
941,752,2015-08-05
950,473,2015-12-17
943,690,2015-09-23
943,691,2015-08-21
935,940,2014-05-09
951,445,2012-09-24
940,786,2014-06-05
960,167,2015-01-19
936,911,2015-06-11
964,44,2015-03-02
948,541,2015-01-09
949,510,2012-08-12
960,170,2015-04-29
947,574,2014-12-29
943,699,2014-12-12
955,327,2013-04-27
959,203,2009-06-15
948,544,2008-03-05
965,18,2014-04-28
954,359,2010-01-09
938,856,2012-09-22
955,329,2013-02-03
934,980,2015-05-11
939,826,2015-09-07
961,145,2015-10-27
956,300,2015-10-03
940,797,2011-03-20
965,23,2014-06-25
942,737,2012-06-20
962,117,2008-12-23
944,675,2007-10-02
964,56,2015-02-13
945,645,2014-05-26
937,894,2015-10-14
949,522,2011-06-10
947,587,2014-10-15
950,494,2014-10-03
958,247,2015-12-17
959,216,2015-12-11
947,588,2015-11-14
962,124,2013-12-14
937,900,2011-07-21
939,839,2015-04-25
951,467,2012-05-28
941,777,2013-12-30
960,190,2015-01-22
943,717,2015-11-03
966,5,2015-10-11
939,842,2015-05-26
951,471,2010-06-15
953,409,2014-08-18
955,349,2014-06-25
957,287,2015-10-05
942,753,2014-02-01
936,940,2013-03-10
966,10,2015-06-05
952,444,2015-03-22
945,663,2015-10-18
944,694,2015-04-29
940,818,2009-02-26
959,230,2006-04-09
940,819,2007-03-21
949,540,2011-07-07
942,757,2011-09-29
958,263,2014-12-01
947,604,2008-02-10
954,388,2015-08-21
958,264,2015-10-03
947,605,2011-11-02
947,607,2008-06-05
963,111,2014-01-21
937,918,2014-11-02
965,50,2015-05-12
937,920,2009-09-25
957,302,2014-06-07
954,395,2015-10-03
940,830,2015-03-06
962,148,2015-08-02
941,799,2014-12-18
950,520,2014-09-12
942,769,2015-06-29
935,986,2013-02-03
958,274,2006-09-23
945,677,2011-06-05
955,367,2014-11-17
950,523,2015-04-01
937,926,2015-05-28
956,337,2015-11-23
938,896,2007-02-24
939,865,2015-01-24
948,587,2014-06-12
946,649,2011-02-10
958,278,2011-05-19
937,929,2009-10-25
949,557,2014-09-10
954,404,2010-11-04
955,373,2012-12-20
963,127,2007-05-05
955,375,2015-07-23
944,717,2014-09-25
945,686,2011-12-21
956,346,2015-11-26
948,594,2005-02-27
962,160,2015-09-13
942,781,2015-08-28
964,101,2015-10-25
959,256,2012-04-02
942,785,2015-12-02
958,289,2011-01-25
950,538,2014-08-20
959,259,2015-12-08
940,849,2014-04-23
952,477,2015-11-13
947,633,2013-10-26
943,758,2015-06-21
960,232,2015-09-02
953,449,2015-11-06
957,325,2012-07-16
950,543,2015-08-27
959,265,2015-11-15
947,637,2012-03-28
964,111,2015-07-15
946,669,2014-08-14
964,112,2015-08-06
955,391,2012-09-29
940,856,2013-01-12
956,360,2010-01-21
954,423,2014-08-08
962,175,2015-12-04
965,83,2015-06-14
956,362,2011-07-25
963,146,2013-07-29
938,921,2015-05-28
947,643,2015-01-12
950,550,2015-01-16
947,644,2006-06-16
937,954,2011-09-24
964,117,2014-12-24
952,490,2007-02-05
939,893,2015-06-26
947,646,2013-02-23
957,336,2013-12-28
952,492,2012-07-23
942,802,2015-12-05
951,524,2010-05-31
953,463,2015-08-20
964,122,2015-02-18
960,246,2015-08-06
957,340,2013-12-21
962,185,2007-09-24
940,867,2012-10-25
943,775,2015-03-07
958,310,2010-08-30
957,341,2012-11-24
956,372,2013-04-11
943,776,2015-02-27
936,993,2013-05-06
946,684,2013-11-21
959,281,2015-12-17
940,870,2014-01-05
945,717,2013-05-04
942,810,2013-08-22
957,347,2015-08-13
966,68,2014-04-14
937,967,2014-11-28
957,348,2015-11-08
949,597,2014-08-28
937,969,2014-08-22
944,753,2013-05-13
938,940,2005-08-31
947,661,2012-11-16
940,878,2006-03-05
945,723,2013-02-18
941,847,2013-02-14
942,817,2014-03-02
940,880,2015-06-26
942,819,2015-04-14
940,882,2014-04-11
966,76,2015-08-23
958,324,2013-08-02
967,46,2015-06-01
968,15,2015-11-14
946,699,2013-02-17
964,141,2015-11-07
942,824,2015-09-26
938,948,2007-01-15
951,545,2012-04-22
955,421,2014-09-01
968,19,2015-12-17
954,454,2015-11-06
947,671,2014-01-04
948,642,2008-10-02
963,177,2015-10-14
950,581,2014-12-14
937,985,2013-08-15
944,768,2012-12-02
938,954,2006-07-23
948,645,2013-02-04
939,924,2015-09-17
947,676,2012-01-16
958,335,2012-11-28
966,88,2015-02-24
942,832,2011-10-19
938,956,2014-03-31
962,213,2012-03-28
966,90,2015-02-03
954,463,2013-03-05
964,153,2015-09-03
965,122,2015-09-10
955,433,2015-08-03
967,61,2014-08-15
963,186,2011-01-06
965,125,2014-10-08
957,374,2015-10-19
948,653,2011-08-03
939,933,2015-05-13
950,594,2013-08-29
952,533,2014-04-11
943,813,2015-09-04
942,844,2015-04-07
943,814,2015-02-25
942,845,2014-09-30
946,723,2006-02-17
948,661,2011-06-10
960,290,2015-12-06
966,104,2015-03-07
962,229,2010-05-12
964,168,2015-12-17
962,230,2008-06-25
948,665,2014-01-31
952,542,2015-09-24
959,326,2007-05-29
954,481,2002-09-19
949,636,2014-08-29
959,329,2006-12-18
943,826,2014-12-13
950,610,2013-12-10
968,52,2015-09-25
951,580,2013-11-21
952,549,2013-01-29
947,704,2005-09-27
961,271,2015-07-12
953,520,2006-07-23
949,645,2014-04-25
964,180,2015-12-05
941,893,2013-02-11
951,584,2014-12-12
944,802,2009-01-02
946,741,2014-05-14
958,372,2004-09-19
957,403,2013-07-10
954,496,2006-10-03
961,279,2011-09-07
957,404,2012-06-09
970,1,2008-04-03
960,311,2014-10-25
939,964,2014-11-27
951,592,2010-06-16
954,499,2009-05-12
948,686,2001-11-30
962,252,2013-04-13
954,500,2012-08-11
940,935,2014-05-09
965,160,2015-12-14
940,936,2013-03-10
942,874,2012-12-28
959,348,2015-08-21
966,131,2014-05-03
940,938,2005-08-31
963,225,2014-02-13
970,9,2014-06-06
968,71,2015-11-01
964,196,2015-06-12
955,475,2015-07-02
967,105,2015-06-29
958,385,2008-06-03
947,728,2009-10-06
953,542,2009-11-26
948,698,2006-12-21
963,234,2015-11-03
959,358,2015-07-17
939,979,2015-03-01
941,918,2015-10-09
966,143,2015-01-22
942,887,2013-10-31
964,205,2015-02-13
957,423,2012-11-21
955,486,2015-05-14
951,610,2011-05-28
951,611,2012-06-30
956,460,2010-04-07
950,646,2014-12-21
959,370,2010-03-20
965,185,2015-12-06
959,372,2003-08-11
948,714,2012-09-02
947,745,2015-09-29
956,467,2009-05-22
971,2,2014-09-27
966,157,2014-12-18
954,530,2015-06-03
967,127,2014-05-14
969,65,2014-12-11
970,35,2004-11-17
942,903,2012-01-15
955,500,2015-09-11
970,37,2014-01-19
967,130,2015-11-10
946,783,2012-09-26
957,442,2014-07-17
